,adc_id,cell_id,time
0,17810,140001855,-1
1,17811,140001855,-1
2,18888,140001855,-1
3,19999,140001232,21
4,20000,140001232,21
5,20001,140001232,21
6,20002,140001232,21
7,20003,140001232,21
8,20004,140001218,21
9,20005,140001218,21
10,20006,140001218,21
11,20358,140001232,21
12,20359,140001232,21
13,20360,140001232,21
14,20361,140001232,21
15,20362,140001232,21
16,20363,140001218,21
17,20364,140001218,21
18,20365,140001218,21
19,20366,140001218,21
20,20367,140001218,21
21,20368,140001218,21
22,20718,140001232,20
23,20719,140001232,20
24,20720,140001232,20
25,20721,140001232,20
26,20722,140001232,20
27,20723,140001218,20
28,20724,140001218,20
29,20725,140001218,20
30,20726,140001218,20
31,20727,140001218,20
32,20728,140001218,20
33,20729,140001218,20
34,20730,140001218,20
35,21078,140001232,20
36,21079,140001232,20
37,21080,140001232,20
38,21081,140001249,20
39,21082,140001249,20
40,21083,140001232,20
41,21084,140001232,20
42,21085,140001218,20
43,21086,140001218,20
44,21087,140001218,20
45,21088,140001218,20
46,21089,140001218,20
47,21090,140001218,20
48,21091,140001218,20
49,21438,140001232,19
50,21439,140001232,19
51,21440,140001249,19
52,21441,140001249,19
53,21442,140001249,19
54,21443,140001249,19
55,21444,140001249,19
56,21445,140001248,19
57,21446,140001218,19
58,21447,140001218,19
59,21448,140001218,19
60,21449,140001218,19
61,21450,140001218,19
62,21451,140001218,19
63,21797,140001249,19
64,21798,140001249,19
65,21799,140001249,19
66,21800,140001249,19
67,21801,140001249,-1
68,21802,140001249,19
69,21803,140001249,19
70,21804,140001249,19
71,21805,140001248,19
72,21806,140001248,19
73,21807,140001248,19
74,21808,140001248,19
75,21809,140001500,19
76,21810,140001220,19
77,21811,140001220,19
78,21812,140001220,19
79,22156,140001227,18
80,22157,140001227,18
81,22158,140001227,18
82,22159,140001227,18
83,22160,140001227,18
84,22161,140001249,18
85,22162,140001249,18
86,22163,140001249,18
87,22164,140001249,18
88,22165,140001248,18
89,22166,140001248,18
90,22167,140001248,18
91,22168,140001248,18
92,22169,140001220,18
93,22170,140001220,18
94,22171,140001220,18
95,22172,140001220,18
96,22173,140001220,18
97,22516,140001227,18
98,22517,140001227,18
99,22518,140001227,18
100,22519,140001227,18
101,22520,140001227,18
102,22521,140001249,18
103,22522,140001249,18
104,22523,140001249,18
105,22524,140001249,18
106,22525,140001249,18
107,22526,140001248,18
108,22527,140001248,18
109,22528,140001248,18
110,22529,140001246,18
111,22530,140001220,18
112,22531,140001220,18
113,22532,140001220,18
114,22533,140001220,18
115,22875,140001227,17
116,22876,140001227,17
117,22877,140001227,17
118,22878,140001227,17
119,22879,140001227,17
120,22880,140001227,17
121,22881,140001249,17
122,22882,140001249,17
123,22883,140001249,17
124,22884,140001249,17
125,22885,140001249,17
126,22886,140001230,17
127,22887,140001248,17
128,22888,140001241,17
129,22889,140001241,17
130,22890,140001246,17
131,22891,140001246,17
132,22892,140001220,17
133,22893,140001220,17
134,23235,140001227,17
135,23236,140001227,17
136,23237,140001227,17
137,23238,140001227,17
138,23239,140001227,17
139,23240,140001227,17
140,23241,140001249,17
141,23242,140001280,17
142,23243,140001280,17
143,23244,140001249,17
144,23245,140001280,17
145,23246,140001283,17
146,23247,140001230,17
147,23248,140001233,17
148,23249,140001233,17
149,23250,140001233,17
150,23251,140001233,17
151,23252,140001229,17
152,23253,140001228,17
153,23254,140001228,17
154,23255,140001228,17
155,23265,140001316,23
156,23266,140001304,23
157,23267,140001314,23
158,23595,140001250,16
159,23596,140001250,16
160,23597,140001250,16
161,23598,140001250,16
162,23599,140001250,16
163,23600,140001249,16
164,23601,140001249,16
165,23602,140001280,16
166,23603,140001280,16
167,23604,140001280,16
168,23605,140001279,16
169,23606,140001281,16
170,23607,140001233,16
171,23608,140001233,16
172,23609,140001233,16
173,23610,140001233,16
174,23611,140001233,16
175,23612,140001228,16
176,23613,140001228,16
177,23614,140001228,16
178,23615,140001228,16
179,23616,140001238,16
180,23624,140001316,23
181,23625,140001316,23
182,23626,140001314,23
183,23627,140001314,23
184,23628,140001314,23
185,23955,140001224,16
186,23956,140001224,16
187,23957,140001250,16
188,23958,140001250,16
189,23959,140001221,16
190,23960,140001221,16
191,23961,140001278,16
192,23962,140001278,16
193,23963,140001278,16
194,23964,140001278,16
195,23965,140001278,16
196,23966,140001278,16
197,23967,140001233,16
198,23968,140001233,16
199,23969,140001233,16
200,23970,140001233,16
201,23971,140001233,16
202,23972,140001228,16
203,23973,140001228,16
204,23974,140001228,16
205,23975,140001238,16
206,23976,140001238,16
207,23984,140001316,22
208,23985,140001316,22
209,23986,140001314,22
210,23987,140001314,22
211,23988,140001314,22
212,24315,140001224,15
213,24316,140001224,15
214,24317,140001224,15
215,24318,140001221,15
216,24319,140001221,15
217,24320,140001221,15
218,24321,140001221,15
219,24322,140001221,15
220,24323,140001278,15
221,24324,140001278,15
222,24325,140001278,15
223,24326,140001278,15
224,24327,140001274,15
225,24328,140001233,15
226,24329,140001233,15
227,24330,140001233,15
228,24331,140001233,15
229,24332,140001228,15
230,24333,140001228,15
231,24334,140001228,15
232,24335,140001238,15
233,24336,140001238,16
234,24341,140001873,-1
235,24344,140001316,22
236,24345,140001316,22
237,24346,140001314,22
238,24347,140001308,22
239,24348,140001306,22
240,24349,140001306,22
241,24674,140001224,15
242,24675,140001224,15
243,24676,140001224,15
244,24677,140001224,15
245,24678,140001251,15
246,24679,140001221,15
247,24680,140001221,15
248,24681,140001221,15
249,24682,140001221,15
250,24683,140001278,15
251,24684,140001278,15
252,24685,140001278,15
253,24686,140001274,15
254,24687,140001274,15
255,24688,140001284,15
256,24689,140001284,15
257,24690,140001264,15
258,24691,140001264,15
259,24692,140001228,15
260,24693,140001226,15
261,24694,140001226,15
262,24695,140001226,15
263,24696,140001238,16
264,24700,140001871,-1
265,24704,140001313,21
266,24705,140001313,21
267,24706,140001307,21
268,24707,140001307,21
269,24708,140001306,22
270,24709,140001306,22
271,24716,140001780,-1
272,25034,140001224,14
273,25035,140001224,14
274,25036,140001224,14
275,25037,140001224,14
276,25038,140001251,14
277,25039,140001221,14
278,25040,140001221,14
279,25041,140001221,14
280,25042,140001278,14
281,25043,140001278,14
282,25044,140001278,14
283,25045,140001274,14
284,25046,140001274,14
285,25047,140001266,14
286,25048,140001284,14
287,25049,140001258,14
288,25050,140001264,14
289,25051,140001264,14
290,25052,140001264,14
291,25053,140001226,14
292,25054,140001226,15
293,25055,140001231,15
294,25056,140001231,16
295,25064,140001313,21
296,25065,140001313,21
297,25066,140001307,21
298,25067,140001307,21
299,25068,140001306,22
300,25069,140001306,22
301,25076,140001780,-1
302,25078,140001775,-1
303,25393,140001247,14
304,25394,140001247,14
305,25395,140001222,14
306,25396,140001222,14
307,25397,140001244,14
308,25398,140001244,14
309,25399,140001244,14
310,25400,140001251,14
311,25401,140001251,14
312,25402,140001285,14
313,25403,140001285,14
314,25404,140001275,14
315,25405,140001274,14
316,25406,140001265,14
317,25407,140001265,14
318,25408,140001265,14
319,25409,140001265,14
320,25410,140001265,14
321,25411,140001262,14
322,25412,140001260,14
323,25413,140001226,14
324,25414,140001226,15
325,25415,140001226,15
326,25416,140001231,16
327,25425,140001312,20
328,25426,140001307,21
329,25427,140001307,21
330,25428,140001295,22
331,25429,140001295,22
332,25430,140001303,23
333,25438,140001776,-1
334,25752,140001247,13
335,25753,140001247,13
336,25754,140001247,13
337,25755,140001222,13
338,25756,140001222,13
339,25757,140001244,13
340,25758,140001244,13
341,25759,140001244,13
342,25760,140001251,13
343,25761,140001254,13
344,25762,140001254,13
345,25763,140001253,13
346,25764,140001253,13
347,25765,140001253,13
348,25766,140001236,13
349,25767,140001236,13
350,25768,140001265,13
351,25769,140001265,13
352,25770,140001263,13
353,25771,140001259,13
354,25772,140001259,14
355,25773,140001226,14
356,25774,140001226,15
357,25775,140001226,15
358,25776,140001219,16
359,25777,140001219,16
360,25785,140001312,20
361,25786,140001312,21
362,25787,140001296,21
363,25788,140001295,22
364,25789,140001295,22
365,25790,140001303,23
366,26112,140001247,13
367,26113,140001247,13
368,26114,140001247,13
369,26115,140001222,13
370,26116,140001222,13
371,26117,140001244,13
372,26118,140001244,13
373,26119,140001271,13
374,26120,140001254,13
375,26121,140001254,13
376,26122,140001254,13
377,26123,140001253,13
378,26124,140001253,13
379,26125,140001236,13
380,26126,140001236,13
381,26127,140001236,13
382,26128,140001236,13
383,26129,140001263,13
384,26130,140001263,13
385,26131,140001259,13
386,26132,140001259,14
387,26133,140001223,14
388,26134,140001223,15
389,26135,140001223,15
390,26136,140001219,16
391,26137,140001219,16
392,26138,140001219,17
393,26139,140001219,17
394,26140,140001219,18
395,26143,140001879,19
396,26144,140001312,20
397,26145,140001312,20
398,26146,140001311,21
399,26147,140001311,21
400,26148,140001295,22
401,26149,140001295,22
402,26150,140001302,23
403,26455,140001850,-1
404,26472,140001273,12
405,26473,140001247,12
406,26474,140001247,12
407,26475,140001268,12
408,26476,140001268,12
409,26477,140001268,12
410,26478,140001268,12
411,26479,140001271,12
412,26480,140001271,12
413,26481,140001271,12
414,26482,140001255,12
415,26483,140001255,12
416,26484,140001255,12
417,26485,140001255,12
418,26486,140001236,12
419,26487,140001236,12
420,26488,140001236,12
421,26489,140001236,12
422,26490,140001263,13
423,26491,140001223,13
424,26492,140001223,14
425,26493,140001223,14
426,26494,140001223,15
427,26495,140001223,15
428,26496,140001219,16
429,26497,140001219,16
430,26498,140001219,17
431,26499,140001219,17
432,26500,140001219,18
433,26501,140001240,18
434,26505,140001311,20
435,26506,140001311,21
436,26507,140001311,21
437,26508,140001311,22
438,26509,140001295,22
439,26510,140001300,23
440,26511,140001302,23
441,26520,140001789,-1
442,26815,140001850,-1
443,26832,140001273,12
444,26833,140001273,12
445,26834,140001269,12
446,26835,140001268,12
447,26836,140001268,12
448,26837,140001268,12
449,26838,140001268,12
450,26839,140001271,12
451,26840,140001271,12
452,26841,140001270,12
453,26842,140001255,12
454,26843,140001255,12
455,26844,140001255,12
456,26845,140001255,12
457,26846,140001235,12
458,26847,140001235,12
459,26848,140001235,12
460,26849,140001235,12
461,26850,140001237,13
462,26851,140001223,13
463,26852,140001223,14
464,26853,140001223,14
465,26854,140001223,15
466,26855,140001223,15
467,26856,140001219,16
468,26857,140001219,16
469,26858,140001219,17
470,26859,140001219,17
471,26860,140001240,18
472,26861,140001240,18
473,26866,140001311,21
474,26867,140001311,21
475,26868,140001311,22
476,26869,140001300,22
477,26870,140001310,23
478,26871,140001310,23
479,26875,140001882,-1
480,27193,140001273,11
481,27194,140001269,11
482,27195,140001269,11
483,27196,140001269,11
484,27197,140001269,11
485,27198,140001271,11
486,27199,140001270,11
487,27200,140001270,11
488,27201,140001270,11
489,27202,140001255,11
490,27203,140001255,11
491,27204,140001255,11
492,27205,140001255,11
493,27206,140001235,11
494,27207,140001235,11
495,27208,140001235,12
496,27209,140001235,12
497,27210,140001235,13
498,27211,140001223,13
499,27212,140001223,14
500,27213,140001223,14
501,27214,140001223,15
502,27215,140001223,15
503,27216,140001225,16
504,27217,140001240,16
505,27218,140001240,17
506,27219,140001240,17
507,27220,140001240,18
508,27221,140001240,18
509,27228,140001309,22
510,27229,140001309,22
511,27230,140001309,23
512,27231,140001310,23
513,27553,140001329,11
514,27554,140001329,11
515,27555,140001329,11
516,27556,140001329,11
517,27557,140001322,11
518,27558,140001270,11
519,27559,140001270,11
520,27560,140001270,11
521,27561,140001270,11
522,27562,140001256,11
523,27563,140001255,11
524,27564,140001255,11
525,27565,140001255,11
526,27566,140001256,11
527,27567,140001319,11
528,27568,140001319,12
529,27569,140001339,12
530,27570,140001339,13
531,27571,140001235,13
532,27572,140003963,14
533,27573,140001243,14
534,27574,140001243,15
535,27575,140001225,15
536,27576,140001225,16
537,27577,140001242,16
538,27578,140001242,17
539,27579,140001242,17
540,27580,140001240,18
541,27581,140001240,18
542,27588,140001309,22
543,27589,140001309,22
544,27590,140001309,23
545,27591,140001310,23
546,27913,140001329,10
547,27914,140001329,10
548,27915,140001329,10
549,27916,140001329,10
550,27917,140001322,10
551,27918,140001272,10
552,27919,140001270,10
553,27920,140001270,10
554,27921,140001270,10
555,27922,140001270,10
556,27923,140001256,10
557,27924,140001256,10
558,27925,140001256,10
559,27926,140001256,11
560,27927,140001339,11
561,27928,140001339,12
562,27929,140001339,12
563,27930,140001339,13
564,27931,140003963,13
565,27932,140003963,14
566,27933,140003963,14
567,27934,140001321,15
568,27935,140001321,15
569,27936,140001242,16
570,27937,140001242,16
571,27938,140001242,17
572,27939,140001242,17
573,27940,140001317,18
574,27941,140001317,18
575,27944,140001761,24
576,27945,140001727,24
577,27946,140001725,23
578,27949,140001309,23
579,27950,140001309,23
580,28274,140001329,10
581,28275,140001329,10
582,28276,140001322,10
583,28277,140001322,10
584,28278,140001272,10
585,28279,140001270,10
586,28280,140001270,10
587,28281,140001270,10
588,28282,140001270,10
589,28283,140001339,10
590,28284,140001339,10
591,28285,140001339,10
592,28286,140001339,11
593,28287,140001339,11
594,28288,140001339,12
595,28289,140001339,12
596,28290,140003963,13
597,28291,140003963,13
598,28292,140003963,14
599,28293,140003963,14
600,28294,140001321,15
601,28295,140001321,15
602,28296,140001242,16
603,28297,140001242,16
604,28298,140001242,17
605,28299,140001242,17
606,28300,140001317,18
607,28301,140001317,18
608,28304,140001753,24
609,28308,140001883,23
610,28310,140001309,23
611,28634,140001328,9
612,28635,140001328,9
613,28636,140001272,9
614,28637,140001272,9
615,28638,140001272,9
616,28639,140001325,9
617,28640,140001324,9
618,28641,140001324,9
619,28642,140001270,9
620,28643,140001339,9
621,28644,140001339,10
622,28645,140001339,10
623,28646,140001339,11
624,28647,140001339,11
625,28648,140001339,12
626,28649,140001339,12
627,28650,140001320,13
628,28651,140003963,13
629,28652,140003963,14
630,28653,140003963,14
631,28654,140001321,15
632,28655,140001321,15
633,28656,140004199,16
634,28657,140004202,16
635,28658,140004202,17
636,28659,140004202,17
637,28660,140001317,18
638,28661,140001317,18
639,28677,140001726,-1
640,28993,140001333,9
641,28994,140001328,9
642,28995,140001328,9
643,28996,140001325,9
644,28997,140001325,9
645,28998,140001325,9
646,28999,140001325,9
647,29000,140001324,9
648,29001,140001324,9
649,29002,140001339,9
650,29003,140001339,9
651,29004,140001339,10
652,29005,140001339,10
653,29006,140001339,11
654,29007,140001339,11
655,29008,140001339,12
656,29009,140001339,12
657,29010,140001320,13
658,29011,140001320,13
659,29012,140001320,14
660,29013,140001321,14
661,29014,140001321,15
662,29015,140001321,15
663,29016,140004199,16
664,29017,140004202,16
665,29018,140004202,17
666,29019,140004202,17
667,29020,140004202,18
668,29027,140001768,24
669,29354,140001328,8
670,29355,140001328,8
671,29356,140001325,8
672,29357,140001325,8
673,29358,140001325,8
674,29359,140001323,8
675,29360,140001323,8
676,29361,140001324,8
677,29362,140001339,9
678,29363,140001339,9
679,29364,140001339,10
680,29365,140001339,10
681,29366,140001339,11
682,29367,140001339,11
683,29368,140001339,12
684,29369,140001339,12
685,29370,140001339,13
686,29371,140001339,13
687,29372,140001320,14
688,29373,140004184,14
689,29374,140004199,15
690,29375,140004199,15
691,29376,140004199,16
692,29377,140004183,16
693,29378,140004202,17
694,29379,140004202,17
695,29380,140004202,18
696,29686,140001792,-1
697,29713,140001327,8
698,29714,140001328,8
699,29715,140001328,8
700,29716,140001326,8
701,29717,140001325,8
702,29718,140001325,8
703,29719,140001323,8
704,29720,140001323,8
705,29721,140001323,8
706,29722,140001339,9
707,29723,140001339,9
708,29724,140001339,10
709,29725,140001339,10
710,29726,140001339,11
711,29727,140001339,11
712,29728,140001339,12
713,29729,140001339,12
714,29730,140001339,13
715,29731,140001339,13
716,29732,140004179,14
717,29733,140004179,14
718,29734,140004184,15
719,29735,140004183,15
720,29736,140004192,16
721,29737,140004192,16
722,29738,140004202,17
723,29739,140004182,17
724,29740,140004201,18
725,30073,140001327,7
726,30074,140001326,7
727,30075,140001326,7
728,30076,140001326,7
729,30077,140001326,7
730,30078,140001336,7
731,30079,140001336,7
732,30080,140001323,8
733,30081,140001323,8
734,30082,140001337,9
735,30083,140001337,9
736,30084,140001337,10
737,30085,140001339,10
738,30086,140001339,11
739,30087,140001339,11
740,30088,140001339,12
741,30089,140001339,12
742,30090,140001339,13
743,30091,140001339,13
744,30092,140004179,14
745,30093,140004179,14
746,30094,140004184,15
747,30095,140004183,15
748,30096,140004192,16
749,30097,140004192,16
750,30098,140004182,17
751,30099,140004182,17
752,30100,140004201,18
753,30432,140004397,7
754,30433,140001327,7
755,30434,140001327,7
756,30435,140001326,7
757,30436,140001326,7
758,30437,140001326,7
759,30438,140001336,7
760,30439,140001336,7
761,30440,140001336,8
762,30441,140001336,8
763,30442,140001337,9
764,30443,140001337,9
765,30444,140001337,10
766,30445,140001338,10
767,30446,140001338,11
768,30447,140001339,11
769,30448,140001339,12
770,30449,140001339,12
771,30450,140001339,13
772,30451,140004179,13
773,30452,140004179,14
774,30453,140004179,14
775,30454,140004180,15
776,30455,140004180,15
777,30456,140004192,16
778,30457,140004192,16
779,30458,140004185,17
780,30459,140004204,17
781,30460,140004195,18
782,30792,140004397,6
783,30793,140001330,6
784,30794,140001330,6
785,30795,140001340,6
786,30796,140001340,6
787,30797,140001336,6
788,30798,140001336,7
789,30799,140001336,7
790,30800,140001336,8
791,30801,140001336,8
792,30802,140001337,9
793,30803,140001337,9
794,30804,140001337,10
795,30805,140001338,10
796,30806,140001338,11
797,30807,140001339,11
798,30808,140001339,12
799,30809,140001339,12
800,30810,140001339,13
801,30811,140004175,13
802,30812,140004175,14
803,30813,140004181,14
804,30814,140004180,15
805,30815,140004185,15
806,30816,140004192,16
807,30817,140004192,16
808,30818,140004191,17
809,30819,140004014,17
810,30820,140004193,18
811,30836,140001750,-1
812,31151,140001491,6
813,31152,140001491,6
814,31153,140001491,6
815,31154,140001618,6
816,31155,140001618,6
817,31156,140001336,6
818,31157,140001336,6
819,31158,140001336,7
820,31159,140001336,7
821,31160,140001336,8
822,31161,140001336,8
823,31162,140001337,9
824,31163,140001337,9
825,31164,140001338,10
826,31165,140001338,10
827,31166,140001338,11
828,31167,140001760,11
829,31168,140001786,12
830,31169,140001786,12
831,31170,140001786,13
832,31171,140004175,13
833,31172,140004175,14
834,31173,140004181,14
835,31174,140004181,15
836,31175,140004185,15
837,31176,140004185,16
838,31177,140004191,16
839,31178,140003984,17
840,31179,140004014,17
841,31180,140003988,18
842,31181,140003988,18
843,31196,140001756,-1
844,31510,140001495,5
845,31511,140001490,5
846,31512,140001490,5
847,31513,140001488,5
848,31514,140001488,5
849,31515,140001488,5
850,31516,140001661,6
851,31517,140001335,6
852,31518,140001336,7
853,31519,140001336,7
854,31520,140001336,8
855,31521,140001335,8
856,31522,140001335,9
857,31523,140001335,9
858,31524,140001335,10
859,31525,140001338,10
860,31526,140001334,11
861,31527,140001786,11
862,31528,140001766,12
863,31529,140001766,12
864,31530,140001376,13
865,31531,140004175,13
866,31532,140004175,14
867,31533,140004187,14
868,31534,140004176,15
869,31535,140004190,15
870,31536,140004008,16
871,31537,140003984,16
872,31538,140003984,17
873,31539,140004014,17
874,31540,140003988,18
875,31541,140003988,18
876,31542,140003995,19
877,31866,140001791,5
878,31869,140001495,5
879,31870,140001489,5
880,31871,140001489,5
881,31872,140001493,5
882,31873,140001493,5
883,31874,140001493,5
884,31875,140001576,5
885,31876,140001576,6
886,31877,140001577,6
887,31878,140001577,7
888,31879,140001335,7
889,31880,140001335,8
890,31881,140001335,8
891,31882,140001335,9
892,31883,140001335,9
893,31884,140001334,10
894,31885,140001334,10
895,31886,140001334,11
896,31887,140001334,11
897,31888,140001766,12
898,31889,140001766,12
899,31890,140004378,13
900,31891,140001376,13
901,31892,140004188,14
902,31893,140004186,14
903,31894,140004176,15
904,31895,140003994,15
905,31896,140003975,16
906,31897,140004006,16
907,31898,140004005,17
908,31899,140003991,17
909,31900,140003979,18
910,31901,140003979,18
911,31902,140001397,19
912,31903,140001397,19
913,32229,140001495,4
914,32230,140001487,4
915,32231,140001487,4
916,32232,140001489,4
917,32233,140001492,4
918,32234,140001492,5
919,32235,140001576,5
920,32236,140001576,6
